Date,In1_mean,Out1_mean,In2_mean,Out2_mean,In4_mean,Out4_mean,In3_mean,Out3_mean
2021-02-02,24.12118055555555,25.158101851851843,24.790625000000006,24.728472222222223,36.08333333333331,39.329050925925934,36.10775462962963,39.86168981481482
2021-02-03,24.856712962962963,25.90115740740741,25.548842592592592,25.530439814814812,36.08333333333331,39.414930555555564,36.097222222222214,39.46076388888889
2021-02-04,25.33414351851852,26.359375,26.057870370370377,26.336805555555557,36.102893518518506,39.44918981481481,36.10277777777778,39.9730324074074
2021-02-05,24.162615740740744,25.936805555555566,24.973726851851854,25.72916666666666,36.14444444444441,39.16307870370369,36.09386574074073,39.69039351851852
2021-02-06,25.512847222222206,26.515509259259264,26.102314814814807,26.158101851851843,36.14444444444441,39.254166666666656,36.09733796296295,39.45914351851852
2021-02-07,25.443287037037038,26.51585648148149,26.22256944444445,26.23761574074074,36.14444444444441,39.47719907407407,36.091203703703705,39.48391203703703
2021-02-08,25.408564814814813,26.42418981481482,26.11655092592593,25.759143518518524,36.11817129629632,39.23159722222222,36.08020833333334,39.976851851851855
2021-02-09,24.993749999999988,26.097222222222232,25.797569444444445,25.69814814814814,36.08888888888891,39.567824074074075,36.08611111111111,39.51585648148147
2021-02-10,25.098611111111108,26.16087962962962,25.821643518518517,25.693865740740748,36.08888888888891,39.30277777777779,36.0875,39.8888888888889
2021-02-11,24.314236111111114,25.78668981481481,25.073379629629628,26.19583333333333,36.08888888888891,39.42175925925927,36.09861111111111,40.0349537037037
2021-02-12,24.595023148148147,25.69143518518518,25.376851851851853,25.212268518518517,36.08888888888891,39.37002314814815,36.09814814814814,39.97164351851852
2021-02-13,24.68865740740741,25.725578703703693,25.469675925925927,25.34328703703704,36.08888888888891,39.565509259259265,36.10023148148147,39.93645833333334
2021-02-14,25.01562500000001,26.068749999999994,25.808449074074066,26.08171296296297,36.08888888888891,39.419212962962966,36.10462962962963,39.954166666666666
2021-02-15,25.35717592592591,26.41250000000001,26.105671296296297,26.240509259259266,36.08888888888891,39.17361111111113,36.11932870370371,39.895833333333336
2021-02-16,25.51608796296297,26.490277777777774,26.246759259259264,26.45925925925925,36.08888888888891,39.25289351851851,36.09918981481481,40.12372685185185
2021-02-17,25.190856481481486,26.144444444444435,25.987500000000008,25.89594907407408,36.08888888888891,39.53240740740741,36.11006944444444,40.27581018518518
2021-02-18,24.323148148148146,25.893518518518523,25.246759259259253,26.263541666666658,36.08888888888891,39.3712962962963,36.09664351851852,40.111226851851846
2021-02-19,25.06273148148149,26.208680555555542,25.786805555555546,26.13657407407408,36.08888888888891,39.21516203703704,36.10185185185184,39.89016203703704
